Year,Board Code,Board Name,School Code,School Name,School Total
2012-2013,54,HALIFAX REGIONAL              ,579,INGLIS STREET ELEMENTARY SCHOOL      ,209
2012-2013,54,HALIFAX REGIONAL              ,619,J. L. ILSLEY HIGH SCHOOL      ,754
2012-2013,54,HALIFAX REGIONAL              ,539,JOHN MACNEIL ELEMENTARY SCHOOL,196
2012-2013,54,HALIFAX REGIONAL              ,524,JOHN MARTIN JUNIOR HIGH SCHOOL,176
2012-2013,54,HALIFAX REGIONAL              ,607,JOHN W. MACLEOD-FLEMING TOWER ELEMENTARY SCHOOL ,379
2012-2013,54,HALIFAX REGIONAL              ,354,JOSEPH GILES ELEMENTARY SCHOOL,279
2012-2013,54,HALIFAX REGIONAL              ,569,JOSEPH HOWE ELEMENTARY SCHOOL ,128
2012-2013,54,HALIFAX REGIONAL              ,1103,KINGSWOOD ELEMENTARY SCHOOL   ,567
2012-2013,54,HALIFAX REGIONAL              ,330,LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL   ,31
2012-2013,54,HALIFAX REGIONAL              ,587,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL    ,376
2012-2013,54,HALIFAX REGIONAL              ,353,LESLIE THOMAS JUNIOR HIGH SCHOOL   ,268
2012-2013,54,HALIFAX REGIONAL              ,968,LOCKVIEW HIGH SCHOOL          ,1240
2012-2013,54,HALIFAX REGIONAL              ,939,MADELINE SYMONDS MIDDLE SCHOOL,664
2012-2013,54,HALIFAX REGIONAL              ,526,MICHAEL WALLACE ELEMENTARY SCHOOL    ,224
2012-2013,54,HALIFAX REGIONAL              ,748,MILLWOOD ELEMENTARY SCHOOL    ,410
2012-2013,54,HALIFAX REGIONAL              ,745,MILLWOOD HIGH SCHOOL          ,607
2012-2013,54,HALIFAX REGIONAL              ,527,MOUNT EDWARD ELEMENTARY SCHOOL,177
2012-2013,54,HALIFAX REGIONAL              ,1149,MUSQUODOBOIT RURAL HIGH SCHOOL,297
2012-2013,54,HALIFAX REGIONAL              ,348,MUSQUODOBOIT VALLEY EDUCATION CENTRE ,160
2012-2013,54,HALIFAX REGIONAL              ,324,NELSON WHYNDER ELEMENTARY SCHOOL     ,93
2012-2013,54,HALIFAX REGIONAL              ,56,OCEAN VIEW ELEMENTARY SCHOOL  ,302
2012-2013,54,HALIFAX REGIONAL              ,131,O'CONNELL DRIVE ELEMENTARY SCHOOL   ,354
2012-2013,54,HALIFAX REGIONAL              ,315,OLDFIELD CONSOLIDATED SCHOOL  ,125
2012-2013,54,HALIFAX REGIONAL              ,572,OXFORD SCHOOL                 ,349
2012-2013,54,HALIFAX REGIONAL              ,1141,OYSTER POND ACADEMY           ,412
2012-2013,54,HALIFAX REGIONAL              ,970,PARK WEST SCHOOL              ,784
2012-2013,54,HALIFAX REGIONAL              ,1159,PORTERS LAKE ELEMENTARY SCHOOL,337
2012-2013,54,HALIFAX REGIONAL              ,969,PORTLAND ESTATES ELEMENTARY SCHOOL   ,369
2012-2013,54,HALIFAX REGIONAL              ,533,PRINCE ANDREW HIGH SCHOOL     ,973
2012-2013,54,HALIFAX REGIONAL              ,532,PRINCE ARTHUR JUNIOR HIGH SCHOOL     ,295
2012-2013,54,HALIFAX REGIONAL              ,282,PROSPECT ROAD ELEMENTARY SCHOOL     ,247
2012-2013,54,HALIFAX REGIONAL              ,938,RIDGECLIFF MIDDLE SCHOOL      ,462
2012-2013,54,HALIFAX REGIONAL              ,359,ROBERT K. TURNER ELEMENTARY SCHOOL   ,127
2012-2013,54,HALIFAX REGIONAL              ,603,ROCKINGHAM ELEMENTARY SCHOOL  ,361
2012-2013,54,HALIFAX REGIONAL              ,609,ROCKINGSTONE HEIGHTS SCHOOL   ,264
2012-2013,54,HALIFAX REGIONAL              ,321,ROSS ROAD SCHOOL              ,309
2012-2013,54,HALIFAX REGIONAL              ,309,SACKVILLE CENTENNIAL ELEMENTARY SCHOOL    ,78
2012-2013,54,HALIFAX REGIONAL              ,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,322
2012-2013,54,HALIFAX REGIONAL              ,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL ,585
2012-2013,54,HALIFAX REGIONAL              ,297,SACKVILLE HIGH SCHOOL         ,784
2012-2013,54,HALIFAX REGIONAL              ,581,SAINT MARY'S ELEMENTARY SCHOOL,110
2012-2013,54,HALIFAX REGIONAL              ,295,SAMBRO ELEMENTARY SCHOOL      ,111
2012-2013,54,HALIFAX REGIONAL              ,941,SEASIDE ELEMENTARY SCHOOL     ,305
2012-2013,54,HALIFAX REGIONAL              ,534,SHANNON PARK ELEMENTARY SCHOOL,529
2012-2013,54,HALIFAX REGIONAL              ,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL  ,83
2012-2013,54,HALIFAX REGIONAL              ,332,SHEET HARBOUR CONSOLIDATED SCHOOL    ,121
2012-2013,54,HALIFAX REGIONAL              ,589,SIR CHARLES TUPPER SCHOOL     ,266
2012-2013,54,HALIFAX REGIONAL              ,277,SIR JOHN A. MACDONALD HIGH SCHOOL   ,1060
2012-2013,54,HALIFAX REGIONAL              ,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL ,229
2012-2013,54,HALIFAX REGIONAL              ,355,SMOKEY DRIVE ELEMENTARY SCHOOL,228
2012-2013,54,HALIFAX REGIONAL              ,535,SOUTH WOODSIDE SCHOOL         ,151
2012-2013,54,HALIFAX REGIONAL              ,540,SOUTHDALE-NORTH WOODSIDE SCHOOL      ,280
2012-2013,54,HALIFAX REGIONAL              ,593,SPRINGVALE ELEMENTARY SCHOOL  ,281
2012-2013,54,HALIFAX REGIONAL              ,575,ST. AGNES JUNIOR HIGH SCHOOL  ,296
2012-2013,54,HALIFAX REGIONAL              ,577,ST. CATHERINE'S ELEMENTARY SCHOOL,408
2012-2013,54,HALIFAX REGIONAL              ,580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL ,249
2012-2013,54,HALIFAX REGIONAL              ,940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,354
2012-2013,54,HALIFAX REGIONAL              ,586,ST. STEPHEN'S ELEMENTARY SCHOOL      ,196
2012-2013,54,HALIFAX REGIONAL              ,299,SUNNYSIDE ELEMENTARY SCHOOL   ,378
2012-2013,54,HALIFAX REGIONAL              ,307,SYCAMORE LANE ELEMENTARY SCHOOL     ,219
2012-2013,54,HALIFAX REGIONAL              ,85,TALLAHASSEE COMMUNITY SCHOOL  ,459
2012-2013,54,HALIFAX REGIONAL              ,284,TANTALLON SENIOR ELEMENTARY SCHOOL  ,810
2012-2013,54,HALIFAX REGIONAL              ,349,UPPER MUSQUODOBOIT CONSOLIDATED ELEMENTARY SCHOOL  ,58
2012-2013,54,HALIFAX REGIONAL              ,1157,WAVERLEY MEMORIAL ELEMENTARY SCHOOL ,333
2012-2013,54,HALIFAX REGIONAL              ,591,WESTMOUNT ELEMENTARY SCHOOL   ,321
2012-2013,54,HALIFAX REGIONAL              ,294,WILLIAM KING ELEMENTARY SCHOOL,229
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,63,ALDERSHOT ELEMENTARY SCHOOL   ,283
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,746,ANNAPOLIS EAST ELEMENTARY SCHOOL     ,407
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,706,ANNAPOLIS ROYAL REGIONAL ACADEMY   ,157
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,8055,ANNAPOLIS VALLEY DSEPS        ,20
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,133,ANNAPOLIS WEST EDUCATION CENTRE ,253
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,993,AVON VIEW HIGH SCHOOL         ,754
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,75,BERWICK AND DISTRICT SCHOOL   ,358
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,507,BRIDGETOWN REGIONAL ELEMENTARY SCHOOL,135
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,708,BRIDGETOWN REGIONAL HIGH SCHOOL    ,415
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,363,BROOKLYN DISTRICT ELEMENTARY SCHOOL  ,347
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,58,CAMBRIDGE AND DISTRICT ELEMENTARY SCHOOL  ,224
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,67,CENTRAL KINGS RURAL HIGH SCHOOL      ,726
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,965,CHAMPLAIN ELEMENTARY SCHOOL   ,181
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,141,CLARK RUTHERFORD MEMORIAL SCHOOL     ,106
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,732,COLDBROOK AND DISTRICT SCHOOL ,489
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,366,DR. ARTHUR HINES ELEMENTARY SCHOOL   ,108
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,65,DWIGHT ROSS SCHOOL            ,146
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,753,EVANGELINE MIDDLE SCHOOL      ,324
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,362,FALMOUTH DISTRICT SCHOOL      ,228
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,60,GASPEREAU VALLEY ELEMENTARY SCHOOL   ,143
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,59,GLOOSCAP ELEMENTARY SCHOOL    ,228
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,24,HANTSPORT SCHOOL              ,167
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,998,HIGHBURY EDUCATION CENTRE     ,18
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,70,HORTON HIGH SCHOOL            ,904
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,1158,KINGS COUNTY ACADEMY          ,609
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,379,KINGS COUNTY ADULT HIGH SCHOOL,14
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,62,KINGSTON & DISTRICT SCHOOL    ,421
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,61,L. E. SHAW ELEMENTARY SCHOOL  ,134
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,129,LAWRENCETOWN CONSOLIDATED SCHOOL,96
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,1108,LAWRENCETOWN EDUCATION CENTRE ,27
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,712,MIDDLETON REGIONAL HIGH SCHOOL       ,641
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,73,NEW MINAS ELEMENTARY SCHOOL   ,316
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,364,NEWPORT STATION DISTRICT SCHOOL,70
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,967,NORTHEAST KINGS EDUCATION CENTRE   ,962
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,966,PINE RIDGE MIDDLE SCHOOL      ,422
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,72,PORT WILLIAMS ELEMENTARY SCHOOL     ,224
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL    ,175
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,54,ST. MARY'S ELEMENTARY SCHOOL  ,152
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,360,THREE MILE PLAINS DISTRICT SCHOOL    ,167
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,1110,WEST HANTS EDUCATION CENTRE   ,21
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,994,WEST HANTS MIDDLE SCHOOL      ,594
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,71,WEST KINGS DISTRICT HIGH SCHOOL     ,704
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,376,WINDSOR ADULT HIGH SCHOOL     ,13
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,699,WINDSOR ELEMENTARY SCHOOL     ,214
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,361,WINDSOR FORKS DISTRICT SCHOOL ,159
2012-2013,55,ANNAPOLIS VALLEY REGIONAL     ,81,WOLFVILLE SCHOOL              ,323
2012-2013,57,ACADIEN PROVINCIAL            ,1155,CENTRE SCOLAIRE DE LA RIVE-SUD,209
2012-2013,57,ACADIEN PROVINCIAL            ,387,CENTRE SCOLAIRE ETOILE DE L'ACADIE,227
2012-2013,57,ACADIEN PROVINCIAL            ,145,ECOLE ACADIENNE DE POMQUET    ,244
2012-2013,57,ACADIEN PROVINCIAL            ,433,ECOLE ACADIENNE DE TRURO      ,261
2012-2013,57,ACADIEN PROVINCIAL            ,947,ECOLE BEAUBASSIN              ,582
2012-2013,57,ACADIEN PROVINCIAL            ,982,ECOLE BEAU-PORT               ,242
2012-2013,57,ACADIEN PROVINCIAL            ,744,ECOLE BELLEVILLE              ,156
2012-2013,57,ACADIEN PROVINCIAL            ,948,ECOLE BOIS-JOLI               ,525
2012-2013,57,ACADIEN PROVINCIAL            ,1173,ECOLE DES BEAUX-MARAIS        ,56
2012-2013,57,ACADIEN PROVINCIAL            ,68,ECOLE DU CARREFOUR            ,373
2012-2013,57,ACADIEN PROVINCIAL            ,218,ECOLE JEAN-MARIE-GAY          ,83
2012-2013,57,ACADIEN PROVINCIAL            ,217,ECOLE JOSEPH-DUGAS            ,114
2012-2013,57,ACADIEN PROVINCIAL            ,378,ECOLE NDA                     ,183
2012-2013,57,ACADIEN PROVINCIAL            ,156,ECOLE PUBNICO-OUEST           ,187
2012-2013,57,ACADIEN PROVINCIAL            ,57,ECOLE ROSE-DES-VENTS          ,209
2012-2013,57,ACADIEN PROVINCIAL            ,221,ECOLE SAINT-ALBERT            ,40
2012-2013,57,ACADIEN PROVINCIAL            ,225,ECOLE SECONDAIRE DE CLARE     ,293
2012-2013,57,ACADIEN PROVINCIAL            ,980,ECOLE SECONDAIRE DE PAR-EN-BAS,330
2012-2013,57,ACADIEN PROVINCIAL            ,1152,ECOLE SECONDAIRE DU SOMMET    ,415
2012-2013,57,ACADIEN PROVINCIAL            ,219,ECOLE STELLA-MARIS            ,104
2012-2013,57,ACADIEN PROVINCIAL            ,160,ECOLE WEDGEPORT               ,101
2012-2013,58,SOUTH SHORE REGIONAL          ,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL ,148
2012-2013,58,SOUTH SHORE REGIONAL          ,926,BAYVIEW COMMUNITY SCHOOL      ,409
2012-2013,58,SOUTH SHORE REGIONAL          ,405,BIG TANCOOK ELEMENTARY SCHOOL ,5
2012-2013,58,SOUTH SHORE REGIONAL          ,1156,BLUENOSE ACADEMY              ,532
2012-2013,58,SOUTH SHORE REGIONAL          ,509,BRIDGEWATER ELEMENTARY SCHOOL ,459
2012-2013,58,SOUTH SHORE REGIONAL          ,508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,469
2012-2013,58,SOUTH SHORE REGIONAL          ,216,CHESTER AREA MIDDLE SCHOOL    ,344
2012-2013,58,SOUTH SHORE REGIONAL          ,207,CHESTER DISTRICT ELEMENTARY SCHOOL   ,193
2012-2013,58,SOUTH SHORE REGIONAL          ,386,DR. JOHN C. WICKWIRE ACADEMY  ,331
2012-2013,58,SOUTH SHORE REGIONAL          ,80,FOREST HEIGHTS COMMUNITY SCHOOL  ,281
2012-2013,58,SOUTH SHORE REGIONAL          ,210,GOLD RIVER-WESTERN SHORE SCHOOL     ,92
2012-2013,58,SOUTH SHORE REGIONAL          ,1150,GREENFIELD ELEMENTARY SCHOOL  ,26
2012-2013,58,SOUTH SHORE REGIONAL          ,917,HEBBVILLE ACADEMY             ,527
2012-2013,58,SOUTH SHORE REGIONAL          ,710,LIVERPOOL REGIONAL HIGH SCHOOL,316
2012-2013,58,SOUTH SHORE REGIONAL          ,465,MILL VILLAGE CONSOLIDATED SCHOOL   ,51
2012-2013,58,SOUTH SHORE REGIONAL          ,463,MILTON CENTENNIAL SCHOOL             ,129
2012-2013,58,SOUTH SHORE REGIONAL          ,397,NEW GERMANY ELEMENTARY SCHOOL ,200
2012-2013,58,SOUTH SHORE REGIONAL          ,402,NEW GERMANY RURAL HIGH SCHOOL ,346
2012-2013,58,SOUTH SHORE REGIONAL          ,214,NEW ROSS CONSOLIDATED SCHOOL  ,126
2012-2013,58,SOUTH SHORE REGIONAL          ,404,NEWCOMBVILLE ELEMENTARY SCHOOL,162
2012-2013,58,SOUTH SHORE REGIONAL          ,459,NORTH QUEENS COMMUNITY SCHOOL ,122
2012-2013,58,SOUTH SHORE REGIONAL          ,460,NORTH QUEENS ELEMENTARY SCHOOL,118
2012-2013,58,SOUTH SHORE REGIONAL          ,409,PARK VIEW EDUCATION CENTRE    ,818
2012-2013,58,SOUTH SHORE REGIONAL          ,400,PENTZ ELEMENTARY SCHOOL       ,85
2012-2013,58,SOUTH SHORE REGIONAL          ,401,PETITE RIVIERE ELEMENTARY SCHOOL     ,89
2012-2013,58,SOUTH SHORE REGIONAL          ,53,SOUTH QUEENS JUNIOR HIGH SCHOOL      ,266
2012-2013,58,SOUTH SHORE REGIONAL          ,8058,SOUTH SHORE DSEPS             ,3
2012-2013,58,SOUTH SHORE REGIONAL          ,1171,SSRSB ADULT HIGH SCHOOL       ,27
2012-2013,58,SOUTH SHORE REGIONAL          ,1172,SSRSB ALTERNATE PROGRAMS      ,26
2012-2013,58,SOUTH SHORE REGIONAL          ,394,WEST NORTHFIELD ELEMENTARY SCHOOL   ,152
2012-2013,59,TRI-COUNTY REGIONAL           ,500,ARCADIA CONSOLIDATED ELEMENTARY SCHOOL   ,195
2012-2013,59,TRI-COUNTY REGIONAL           ,167,BARRINGTON MUNICIPAL HIGH SCHOOL     ,529
2012-2013,59,TRI-COUNTY REGIONAL           ,255,BARTON CONSOLIDATED SCHOOL    ,49
2012-2013,59,TRI-COUNTY REGIONAL           ,166,CAPE SABLE ISLAND ELEMENTARY SCHOOL ,86
2012-2013,59,TRI-COUNTY REGIONAL           ,497,CARLETON CONSOLIDATED SCHOOL  ,88
2012-2013,59,TRI-COUNTY REGIONAL           ,511,CLARK'S HARBOUR ELEMENTARY SCHOOL    ,109
2012-2013,59,TRI-COUNTY REGIONAL           ,272,DIGBY ADULT HIGH SCHOOL       ,29
2012-2013,59,TRI-COUNTY REGIONAL           ,541,DIGBY ELEMENTARY SCHOOL       ,379
2012-2013,59,TRI-COUNTY REGIONAL           ,257,DIGBY NECK CONSOLIDATED SCHOOL,38
2012-2013,59,TRI-COUNTY REGIONAL           ,709,DIGBY REGIONAL HIGH SCHOOL         ,466
2012-2013,59,TRI-COUNTY REGIONAL           ,981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL ,390
2012-2013,59,TRI-COUNTY REGIONAL           ,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL ,116
2012-2013,59,TRI-COUNTY REGIONAL           ,927,FOREST RIDGE ACADEMY          ,198
2012-2013,59,TRI-COUNTY REGIONAL           ,79,HILLCREST ACADEMY             ,298
2012-2013,59,TRI-COUNTY REGIONAL           ,259,ISLANDS CONSOLIDATED SCHOOL   ,126
2012-2013,59,TRI-COUNTY REGIONAL           ,624,LOCKEPORT ELEMENTARY SCHOOL   ,99
2012-2013,59,TRI-COUNTY REGIONAL           ,711,LOCKEPORT REGIONAL HIGH SCHOOL      ,130
2012-2013,59,TRI-COUNTY REGIONAL           ,410,MAPLE GROVE EDUCATION CENTRE  ,388
2012-2013,59,TRI-COUNTY REGIONAL           ,928,MEADOWFIELDS COMMUNITY SCHOOL ,467
2012-2013,59,TRI-COUNTY REGIONAL           ,199,PLYMOUTH SCHOOL               ,97
2012-2013,59,TRI-COUNTY REGIONAL           ,498,PORT MAITLAND CONSOLIDATED SCHOOL  ,145
2012-2013,59,TRI-COUNTY REGIONAL           ,716,SHELBURNE REGIONAL HIGH SCHOOL,301
2012-2013,59,TRI-COUNTY REGIONAL           ,703,SOUTH CENTENNIAL SCHOOL       ,106
2012-2013,59,TRI-COUNTY REGIONAL           ,977,ST. MARY'S BAY ACADEMY        ,253
2012-2013,59,TRI-COUNTY REGIONAL           ,8059,TRI-COUNTY DSEPS              ,1
2012-2013,59,TRI-COUNTY REGIONAL           ,256,WEYMOUTH CONSOLIDATED SCHOOL  ,238
2012-2013,59,TRI-COUNTY REGIONAL           ,385,YARMOUTH ADULT HIGH SCHOOL    ,9
2012-2013,59,TRI-COUNTY REGIONAL           ,704,YARMOUTH CENTRAL SCHOOL       ,204
2012-2013,59,TRI-COUNTY REGIONAL           ,1178,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL   ,960
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,96,BADDECK ACADEMY               ,263
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,93,BOULARDERIE ELEMENTARY SCHOOL ,95
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,101,BRAS D'OR ELEMENTARY SCHOOL   ,300
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,640,BRETON EDUCATION CENTRE       ,585
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,551,BRIDGEPORT SCHOOL             ,121
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,995,BROOKLAND ELEMENTARY SCHOOL   ,412
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,107,CABOT EDUCATION CENTRE        ,198
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,1169,CAPE BRETON VICTORIA -ADULT HIGH SCHOOL      ,132
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,962,CAPE SMOKEY ELEMENTARY SCHOOL ,92
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,186,COXHEATH ELEMENTARY SCHOOL    ,301
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,1101,CUSACK SCHOOL                 ,353
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,996,DONKIN SCHOOL                 ,124
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,98,DR. T. L. SULLIVAN MIDDLE SCHOOL     ,223
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,1153,FERRISVIEW ELEMENTARY SCHOOL  ,217
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,99,FLORENCE ELEMENTARY SCHOOL    ,129
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,626,GEORGE D. LEWIS SCHOOL        ,102
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,416,GLACE BAY ELEMENTARY SCHOOL   ,511
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,8,GLACE BAY HIGH SCHOOL         ,668
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,964,HARBOURSIDE ELEMENTARY SCHOOL ,378
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL  ,191
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,960,JUBILEE ELEMENTARY SCHOOL     ,217
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,545,MACDONALD ELEMENTARY SCHOOL         ,152
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,206,MACLENNAN MIDDLE SCHOOL       ,127
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL     ,536
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,183,MARION BRIDGE SCHOOL          ,80
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,82,MEMORIAL COMPOSITE HIGH SCHOOL,840
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,83,MIDDLE RIVER CONSOLIDATED SCHOOL     ,23
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,180,MIRA ROAD SCHOOL              ,141
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,643,MOUNT CARMEL ELEMENTARY SCHOOL,132
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,997,MOUNTAINVIEW ELEMENTARY SCHOOL,248
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,963,NEW WATERFORD ELEMENTARY SCHOOL ,356
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,961,NORTH HIGHLANDS ELEMENTARY SCHOOL    ,83
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,1154,OCEANVIEW EDUCATION CENTRE    ,535
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,1142,RANKIN SCHOOL OF THE NARROWS  ,143
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,973,RIVERSIDE ELEMENTARY SCHOOL   ,184
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,203,RIVERVIEW HIGH SCHOOL         ,949
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,182,ROBIN FOOTE ELEMENTARY SCHOOL ,141
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,113,SETON ELEMENTARY SCHOOL       ,156
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,646,SHERWOOD PARK EDUCATION CENTRE,287
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,972,SHIPYARD ELEMENTARY SCHOOL    ,227
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,644,ST. AGNES ELEMENTARY SCHOOL   ,131
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,561,ST. ANNE'S ELEMENTARY SCHOOL  ,307
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,119,ST. JOSEPH ELEMENTARY SCHOOL  ,197
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,688,SYDNEY ACADEMY                ,698
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,117,SYDNEY MINES MIDDLE SCHOOL    ,298
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,185,SYDNEY RIVER ELEMENTARY SCHOOL,319
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,110,THOMPSON MIDDLE SCHOOL        ,178
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL  ,153
2013-2014,51,CAPE BRETON-VICTORIA REGIONAL ,667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL  ,389
2013-2014,52,STRAIT REGIONAL               ,934,ANTIGONISH EDUCATION CENTRE     ,496
2013-2014,52,STRAIT REGIONAL               ,932,BAYVIEW EDUCATION CENTRE      ,330
2013-2014,52,STRAIT REGIONAL               ,974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY ,342
2013-2014,52,STRAIT REGIONAL               ,986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,309
2013-2014,52,STRAIT REGIONAL               ,930,DALBRAE ACADEMY               ,252
2013-2014,52,STRAIT REGIONAL               ,707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL ,726
2013-2014,52,STRAIT REGIONAL               ,975,EAST ANTIGONISH EDUCATION CENTRE/ACADEMY ,428
2013-2014,52,STRAIT REGIONAL               ,484,EAST RICHMOND EDUCATION CENTRE     ,262
2013-2014,52,STRAIT REGIONAL               ,266,FANNING EDUCATION CENTRE/CANSO ACADEMY,171
2013-2014,52,STRAIT REGIONAL               ,471,FELIX MARCHAND EDUCATION CENTRE ,110
2013-2014,52,STRAIT REGIONAL               ,143,H. M. MACDONALD ELEMENTARY SCHOOL  ,99
