Year,Board Code,Board Name,School Code,School Name,Mail Address Line 1,Mail Address Line 2,Mailing Postal Code,Civic Address Line 1,Civic Address Line 2,Civic Postal Code,Telephone,Fax,Email
2019-2020,55,Annapolis Valley Regional Centre for Education,81,Wolfville School,19 Acadia St,Wolfville NS,B4P 1K8,19 Acadia St,Wolfville NS,B4P 1K8,902-542-6050,902-542-6054,ws@avrce.ca
2019-2020,57,Conseil scolaire acadien provincial,1155,Centre Scolaire de la Rive-Sud,"20, ch. Petite Évangéline",Cookville N.-É.,B4V 8Z9,"20, chemin Petite Évangéline",Cookville N.-É.,B4V 8Z9,902-527-5110,902-527-5102,ers@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,387,Centre scolaire Étoile de l'Acadie,"15, rue Inglis",Sydney N.-É.,B1P 7C6,"15, rue Inglis",Sydney N.-É.,B1P 7C6,902-563-3900,902-563-3902,csea@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,145,École acadienne de Pomquet,"791, rue Taylor",Pomquet N.-É.,B2G 2L4,"791, rue Taylor",Pomquet N.-É.,B2G 2L4,902-386-5700,902-386-5702,eap@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,433,École acadienne de Truro,"50, rue Aberdeen",Truro N.-É.,B2N 4V3,"50, rue Aberdeen",Truro N.-É.,B2N 4V3,902-896-4500,902-896-4501,eat@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,947,École Beaubassin,"54, boul. Larry Uteck",Halifax N.-É.,B3M 4R9,"54, boul. Larry Uteck",Halifax N.-É.,B3M 4R9,902-457-6810,902-457-6809,ebb@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,982,École Beau-Port,CP 1500,Arichat N.-É.,B0E 2L0,"2359, rt. 206",Arichat N.-É.,B0E 2L0,902-226-5200,902-226-5204,ebp@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,744,École Belleville,CP 254,Tusket N.-É.,B0W 3M0,"84, chemin Belleville",Tusket N.-É.,B0W 3M0,902-648-5920,902-648-5922,eblv@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,948,École Bois-Joli,"211, av. du Portage",Dartmouth N.-É.,B2X 3T4,"211, av. du Portage",Dartmouth N.-É.,B2X 3T4,902-433-7070,902-433-7077,ebj@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,1173,École des Beaux-Marais,"5261, autoroute 7",Porters Lake N.-É.,B3E 1J7,"5261, autoroute 7",Porters Lake N.-É.,B3E 1J7,902-827-4621,902-827-4623,ebm@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,68,École du Carrefour,"201A, av. du Portage",Dartmouth N.-É.,B2X 3T4,"201A, av. du Portage",Dartmouth N.-É.,B2X 3T4,902-433-7000,902-433-7020,ecgh@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,1188,École du Grand-Portage,"100, Stokil Dr",Lower Sackville N.-É.,B4C 2G5,"100, Stokil Dr",Lower Sackville N.-É.,B4C 2G5,902-864-6242,902-864-6419,egp@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,217,École Joseph-Dugas,"450, ch. Patrice",Pointe-de-l'Église N.-É.,B0W 1M0,"450, ch. Patrice",Pointe-de-l'Église N.-É.,B0W 1M0,902-769-5430,902-769-5433,ejd@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,1197,École Mer et Monde,"5750, rue Atlantic",Halifax N.-É.,B3H 1G9,"5750, rue Atlantic",Halifax N.-É.,B3H 1G9,902-480-2180,902-480-2193,emm@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,378,École NDA,CP 100,Chéticamp N.-É.,B0E 1H0,CP 100,Chéticamp N.-É.,B0E 1H0,902-224-5300,902-224-5305,enda@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,156,École Pubnico-Ouest,CP 40,Pubnico-Ouest N.-É.,B0W 3S0,CP 40,Pubnico-Ouest N.-É.,B0W 3S0,902-762-4400,902-762-4402,epo@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,57,École Rose-des-Vents,CP 119,Greenwood N.-É.,B0P 1N0,"6, ch. Bedford",Greenwood N.-É.,B0P 1N0,902-765-7100,902-765-7107,erdv@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,225,École secondaire de Clare,"80, ch. Placide Comeau",La Butte N.-É.,B0W 2L0,"80, ch. Placide Comeau",La Butte N.-É.,B0W 2L0,902-769-5400,902-769-5405,esdc@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,980,École secondaire de Par-en-Bas,CP 178,Tusket N.-É.,B0W 3M0,"4258, route 308",Tusket N.-É.,B0W 3M0,902-648-5900,902-648-5915,espb@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,1152,École secondaire du Sommet,"500,  boul. Larry Uteck",Halifax N.-É.,B3M 0E6,"500,  boul. Larry Uteck",Halifax N.-É.,B3M 0E6,902-832-4302,902-832-4352,ess@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,219,École Stella-Maris,CP 408,Meteghan N.-É.,B0W 2J0,"288, ch. Peter Dugas",Meteghan N.-É.,B0W 2J0,902-645-5500,902-645-5505,esm@csap.ca
2019-2020,57,Conseil scolaire acadien provincial,160,École Wedgeport,"44, ch. Ditcher",Wedgeport N.-É.,B0W 3P0,"44, ch. Ditcher",Wedgeport N.-É.,B0W 3P0,902-663-5000,902-663-5002,ewdg@csap.ca
2019-2020,58,South Shore Regional Centre for Education,925,Aspotogan Consolidated Elementary School,105 Parkwood Dr,Mill Cove NS,B0J 1T0,105 Parkwood Dr,Mill Cove NS,B0J 1T0,902-857-2600,902-857-2601,aces@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,926,Bayview Community School,PO Box 160,Mahone Bay NS,B0J 2E0,110 Clearway St,Mahone Bay NS,B0J 2E0,902-624-2120,902-624-2124,bcs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,405,Big Tancook Elementary School,36 School Rd,Big Tancook Island NS,B0J 3G0,36 School Rd,Big Tancook Island NS,B0J 3G0,902-228-8300,902-228-8301,btes@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,1156,Bluenose Academy,PO Box 1210,Lunenburg NS,B0J 2C0,18 Tannery Rd,Lunenburg NS,B0J 2C0,902-634-2200,902-634-2210,ba@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,509,Bridgewater Elementary School,130 York St,Bridgewater NS,B4V 1R3,130 York St,Bridgewater NS,B4V 1R3,902-541-8240,902-541-8250,bes@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,508,Bridgewater Junior High School,100 York St,Bridgewater NS,B4V 1R3,100 York St,Bridgewater NS,B4V 1R3,902-541-8260,902-541-8270,bjhs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,216,Chester Area Middle School,PO Box 440,Chester NS,B0J 1J0,204 Duke St,Chester NS,B0J 1J0,902-275-2720,902-275-2730,cams@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,207,Chester District Elementary School,PO Box 368,Chester NS,B0J 1J0,202 Duke St,Chester NS,B0J 1J0,902-275-2750,902-275-2755,cdes@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,386,Dr. John C. Wickwire Academy,311 Port Mouton Rd,Liverpool NS,B0T 1K0,311 Port Mouton Rd,Liverpool NS,B0T 1K0,902-354-7660,902-354-7666,djcwa@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,80,Forest Heights Community School,PO Box 29,Chester Basin NS,B0J 1K0,847 Hwy 12,Chester Basin NS,B0J 1K0,902-275-2700,902-275-2710,fhcs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,1150,Greenfield Elementary School,5060 Hwy 210,Greenfield NS,B0T 1E0,5060 Hwy 210,Greenfield NS,B0T 1E0,902-685-5400,902-685-5401,ges@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,917,Hebbville Academy,16147 Hwy 3,Hebbville NS,B4V 6Y1,16147 Hwy 3,Hebbville NS,B4V 6Y1,902-541-8280,902-541-8290,ha@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,710,Liverpool Regional High School,PO Box 1266,Liverpool NS,B0T 1K0,104 College St,Liverpool NS,B0T 1K0,902-354-7600,902-354-7610,lrhs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,397,New Germany Elementary School,150 School St,New Germany NS,B0R 1E0,150 School St,New Germany NS,B0R 1E0,902-644-5020,902-644-5022,nges@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,402,New Germany Rural High School,44 School St,New Germany NS,B0R 1E0,44 School St,New Germany NS,B0R 1E0,902-644-5000,902-644-5010,ngrhs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,214,New Ross Consolidated School,PO Box 10,New Ross NS,B0J 2M0,4689 Hwy 12,New Ross NS,B0J 2M0,902-689-6100,902-689-6110,nrcs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,404,Newcombville Elementary School,4220 Hwy 325,Newcombville NS,B4V 7W2,4220 Hwy 325,Newcombville NS,B4V 7W2,902-541-8230,902-541-8231,nes@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,459,North Queens Community School,PO Box 184,Caledonia NS,B0T 1E0,40 West Caledonia Rd,Caledonia NS,B0T 1B0,902-682-3500,902-682-3510,nqcs@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,409,Park View Education Centre,1485 King St,Bridgewater NS,B4V 1C4,1485 King St,Bridgewater NS,B4V 1C4,902-541-8200,902-541-8210,pvec@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,400,Pentz Elementary School,PO Box 88,LaHave NS,B0R 1C0,2680 Hwy 331,LaHave NS,B0R 1C0,902-688-3210,902-688-3211,pes@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,401,Petite Rivière Elementary School,123 Wentzell Rd,Petite Rivière NS,B4V 5Y2,123 Wentzell Rd,Petite Rivière NS,B4V 5Y2,902-688-3200,902-688-3201,pres@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,1185,South Queens Middle School,PO Box 1288,Liverpool NS,B0T 1K0,157 Old Bridge St,Liverpool NS,B0T 1K0,902-354-7640,902-354-7650,sqms@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,1171,SSRCE Adult High School,Box 1974,Liverpool NS,B0T 1K0,137 Old Bridge St,Liverpool NS,B0T 1K0,902-354-7630,902-354-7631,ssilc@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,1172,SSRCE Alternate Programs,45 School St,Mahone Bay NS,B0J 2E0,45 School St,Mahone Bay NS,B0J 2E0,902-624-2101,902-624-2103,ssilc@ssrce.ca
2019-2020,58,South Shore Regional Centre for Education,394,West Northfield Elementary School,6 Victoria Acres Dr,West Northfield NS,B4V 5C7,6 Victoria Acres Dr,West Northfield NS,B4V 5C7,902-541-8220,902-541-8221,wnes@ssrce.ca
2019-2020,59,Tri-County Regional Centre for Education,167,Barrington Municipal High School,536 Oak Park Rd,Barrington NS,B0W 1E0,536 Oak Park Rd,Barrington NS,B0W 1E0,902-637-4310,902-637-4320,bmhs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,497,Carleton Consolidated School,4014 Hwy 340,Carleton NS,B5A 5P8,4014 Hwy 340,Carleton NS,B5A 5P8,902-761-4200,902-761-4202,cces@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,511,Clark's Harbour Elementary School,PO Box 130,Clark's Harbour NS,B0W 1P0,29 School St,Clark's Harbour NS,B0W 1P0,902-745-3710,902-745-3711,ches@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,541,Digby Elementary School,PO Box 1538,Digby NS,B0V 1A0,20 Shreve St,Digby NS,B0V 1A0,902-245-7550,902-245-7555,des@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,257,Digby Neck Consolidated School,RR1,Sandy Cove NS,B0V 1E0,6203 Sandy Cove Rd,Digby Neck NS,B0V 1E0,902-834-6600,902-834-6602,dnces@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,709,Digby Regional High School,PO Box 1660,Digby NS,B0V 1A0,107 King St,Digby NS,B0V 1A0,902-245-7500,902-245-7518,drhs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,981,Drumlin Heights Consolidated School,RR 1,Glenwood NS,B0W 1W0,RR 1 Hwy 3 5428,Glenwood NS,B0W 1W0,902-643-6000,902-643-6006,dhcs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,733,Evelyn Richardson Memorial Elementary School,PO Box 160,Shag Harbour NS,B0W 3B0,5961 Hwy 3,Shag Harbour NS,B0W 3B0,902-723-3800,902-723-3801,ermes@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,927,Forest Ridge Academy,PO Box 128,Barrington NS,B0W 1E0,59 Forest View Dr,Barrington NS,B0W 1E0,902-637-4340,902-637-4342,fra@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,79,Hillcrest Academy,PO Box 40,Shelburne NS,B0T 1W0,127 King St,Shelburne NS,B0T 1W0,902-875-5300,902-875-5301,hia@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,259,Islands Consolidated School,PO Box 80,Freeport NS,B0V 1B0,75 Overcove Rd,Freeport NS,B0V 1B0,902-839-6300,902-839-6303,ics@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,624,Lockeport Elementary School,PO Box 280,Lockeport NS,B0T 1L0,73 Beach St,Lockeport NS,B0T 1L0,902-656-7100,902-656-7101,les@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,711,Lockeport Regional High School,PO Box 129,Lockeport NS,B0T 1L0,10 Locke St,Lockeport NS,B0T 1L0,902-656-7110,902-656-7120,lhs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,410,Maple Grove Education Centre,52 Grove Memorial Dr,Hebron NS,B0W 1X0,52 Grove Memorial Dr,Hebron NS,B0W 1X0,902-749-5160,902-749-5170,mgec@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,928,Meadowfields Community School,106 Prospect St,Yarmouth NS,B5A 4J2,106 Prospect St,Yarmouth NS,B5A 4J2,902-749-2880,902-749-2888,mcs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,199,Plymouth School,RR 1 Arcadia,Yarmouth NS,B0W 1B0,849 Hwy 334,Yarmouth NS,B0W 1B0,902-663-2000,902-663-2005,ps@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,498,Port Maitland Consolidated School,3072 Hwy 1,Port Maitland NS,B5A 5T3,3072 Hwy 1,Port Maitland NS,B5A 5T3,902-649-4400,902-649-4404,pmces@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,716,Shelburne Regional High School,PO Box 10,Shelburne NS,B0T 1W0,415 Woodlawn Dr,Shelburne NS,B0T 1W0,902-875-4900,902-875-4909,srhs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,977,St. Mary's Bay Academy,RR 1,Weymouth NS,B0W 3T0,4079 Hwy 1,St. Bernard NS,B0W 3T0,902-837-2340,902-837-2345,smba@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,256,Weymouth Consolidated School,PO Box 400,Weymouth NS,B0W 3T0,4695 Hwy 1,Weymouth NS,B0W 3T0,902-837-2310,902-837-2320,wcs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,1178,Yarmouth Consolidated Memorial High School,146 Forest St,Yarmouth NS,B5A 0B3,146 Forest St,Yarmouth NS,B5A 0B3,902-749-2810,902-749-2811,ycmhs@tcrce.ca
2019-2020,59,Tri-County Regional Centre for Education,1199,Yarmouth Elementary School,5 Brunswick St,Yarmouth NS,B5A 3A9,5 Brunswick St,Yarmouth NS,B5A 3A9,902-749-2860,902-749-2866,yes@tcrce.ca
